nombre
Intel Core-i3-9100
Intel Core-i3-10100
Intel Core-i3-12100
Intel Core-i3-13100
Intel Core-i5-9400
Intel Core-i5-10400
Intel Core-i5-11400
Intel Core-i5-12400
Intel Core-i5-13400
Intel Core-i5-13600K
Intel Core-i7-9700
Intel Core-i7-10700
Intel Core-i7-11700
Intel Core-i7-12700
Intel Core-i7-13700K
Intel Core-i9-9900K
Intel Core-i9-10900K
Intel Core-i9-11900K
Intel Core-i9-12900K
Intel Core-i9-13900K
AMD Athlon 3000G-
